Codigo_Estabelecimento;Nome_Estabelecimento;Total_Qtd_Produzida;Total_Qtd_Aprovada;Pct_Valor_Total;Valor_Total_Produzido;Valor_Total_Aprovado
0424897;LABORATORIO DE PATOLOGIA ROCHA E GONZATTI;4242.0;4242.0;0.01;60516.84;60516.84
7039859;PAULO CESAR LANGE;14289.0;12096.0;0.01;74217.24;60269.01
5653665;LABORATORIO KLEIN;13260.0;8253.0;0.01;114247.74;60202.62
6443796;PRO ANALISE;13458.0;8394.0;0.01;113628.69;60064.8
2226200;BIODIAGNOSTICO;13923.0;8763.0;0.01;116402.37;60038.4
2226227;LABORATORIO ALBUQUERQUE;13839.0;8523.0;0.01;116167.32;60025.77
6177670;ANALISE LABORATORIO CLINICO;9948.0;8415.0;0.01;80475.3;60014.37
2249316;BANCO DE SANGUE ERECHIM;4029.0;4029.0;0.01;59928.33;59928.33
2239604;SERVICO MUNICIPAL DE INFECTOLOGIA;15963.0;15963.0;0.01;59554.95;59554.95
2263882;HOSPITAL MUNICIPAL DR ADERBAL SCHNEIDER;15321.0;7995.0;0.01;102937.11;59374.62
2236141;LABORATORIO BIOTESTE;12042.0;12042.0;0.01;59314.23;59314.23
2229331;SIDI MEDICINA POR IMAGEM SL;462.0;462.0;0.01;58815.69;58815.69
2240211;LABORATORIO VERANENSE LTDA;14985.0;14985.0;0.01;58751.7;58751.7
5928346;LABORATORIO CHIESA;9744.0;9744.0;0.01;58611.3;58611.3
2228416;CEDIRMED;5625.0;5625.0;0.01;58494.54;58494.54
2256460;CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS;1707.0;1098.0;0.01;62261.16;58424.46
7006187;INOVARE CENTRO DE FISIOTERAPIA E REABILITACAO;4485.0;4077.0;0.01;60303.6;58398.24
9130322;SESC ALBERTO BINS;930.0;930.0;0.01;57977.52;57977.52
2793083;LABORATORIO SOLEDADENSE LABSOL SOLEDADE;10638.0;10635.0;0.01;57954.21;57934.56
2231751;AMBULATORIO H DOZE DE MAIO SM DO HERVAL;18696.0;12684.0;0.01;102700.74;57597.9
2232626;UNIDADE DE SAUDE POLICLINICA;5235.0;5226.0;0.01;57607.29;57517.29
3601323;RAIMED PANAMBI;906.0;906.0;0.01;57286.8;57286.8
2238845;SOS OSSOS;2268.0;2268.0;0.01;57038.4;57038.4
2249634;HOSPITAL MUNICIPAL DE ERVAL GRANDE;8280.0;8280.0;0.01;56810.67;56810.67
5890594;LABORATORIO SANTA MARIA LTDA;3987.0;3987.0;0.01;56792.04;56792.04
2225786;LABORATORIO MOTTIN;19125.0;19122.0;0.01;56660.37;56656.26
3171027;LABORATORIO WILDE;10419.0;10419.0;0.01;56640.69;56640.69
6378471;S G OFTALMOLOGIA S S;3174.0;3174.0;0.01;56634.12;56634.12
7985118;POLICLINICA JOSE ERASMO CROSSETTI;5322.0;5322.0;0.01;56590.08;56590.08
2229668;CONSULTORIO DE RADIOLOGIA CLINICA VIAMAO;1281.0;1281.0;0.01;56160.0;56160.0
2244136;HOSPITAL DE SAO VICENTE DO SUL;15627.0;7257.0;0.01;142894.95;56066.82
2225956;UNIDADE DE SAUDE CENTRO;9963.0;9426.0;0.01;68386.08;56038.08
2243237;BANCO DE SANGUE;2148.0;2148.0;0.01;55989.99;55989.99
2708272;BIO DIAGNOSTICO;10044.0;10044.0;0.01;55727.67;55727.67
2237962;CPEG;3885.0;3885.0;0.01;55527.15;55527.15
4098250;STUDIO PROATIVO;10788.0;10788.0;0.01;55238.4;55238.4
2701006;PRONTO ATENDIMENTO 24 HORAS CAPAO NOVO;41301.0;32130.0;0.01;144072.99;55192.89
4362187;CENTRO DE ATENDIMENTO EM SAUDE TEACOLHE;4971.0;4971.0;0.01;55115.88;55115.88
2244705;CENTRO DE ESPECIALIDADES LAGOA VERMELHA;9852.0;8610.0;0.01;80586.54;55081.59
6720188;MASTERLAB;25194.0;19458.0;0.01;70611.69;54684.75
4325907;INOVATECHRS;11169.0;11169.0;0.01;54620.55;54620.55
2240319;LABORATORIO SANTA CECILIA;9570.0;9570.0;0.01;54600.45;54600.45
2233436;HOSPITAL NOSSA SENHORA DA GLORIA;19326.0;6033.0;0.01;122690.73;54288.9
7520794;PRONTO ATENDIMENTO MUNICIPAL;11607.0;3228.0;0.01;149773.65;54207.0
2261421;SERVICO DE FISIOTERAPIA;9348.0;9348.0;0.01;53773.02;53773.02
6729029;PROGRAMA DE ASSISTENCIA COMPLEMENTAR PAC;5586.0;4032.0;0.01;69219.9;53679.9
2259877;HOSPITAL SAO MIGUEL ARCANJO;11628.0;6060.0;0.01;96383.67;53570.52
2707993;HOSPITAL DE CARIDADE DE ALECRIM;8994.0;5685.0;0.01;90219.51;53557.38
2224968;CENTRO MUNICIPAL DE SAUDE TRES COROAS;10182.0;6585.0;0.01;78836.82;53367.42
3473775;URS II DISTRITO CEO I;5733.0;5733.0;0.01;53356.56;53356.56
5123151;APAE DE PALMEIRA DAS MISSOES;4053.0;3000.0;0.01;71616.51;53010.0
5583497;APAE PASSO FUNDO;7998.0;3027.0;0.01;129809.04;52511.46
5495083;APAE DE TRES PASSOS;6543.0;3135.0;0.01;104190.66;52182.42
2227703;HOSPITAL NOSSA SENHORA DO ROSARIO DE RIOZINHO;9375.0;7320.0;0.01;72925.53;52110.24
2701235;POLICLINICA MUNICIPAL JAGUARAO;6504.0;6504.0;0.01;52098.93;52098.93
2225352;BOM PASTOR LABORATORIO CLINICO;8571.0;8571.0;0.01;52092.27;52092.27
9328661;ESPACO A CLINICA DE FISIOTERAPIA LTDA;8187.0;8187.0;0.01;51967.5;51967.5
2252120;HOSPITAL SANTA TEREZINHA;11925.0;6810.0;0.01;82462.53;51765.45
9514694;LABORATORIO BIOCLINICO;7896.0;7896.0;0.01;51701.67;51701.67
2245167;ALPHA LABORATORIOS MARAU;9984.0;9138.0;0.01;53439.99;51534.81
2228653;HOSPITAL N S AUXILIADORA IRAI;11967.0;7773.0;0.01;82119.15;51491.13
5441307;FILE FISIOTERAPIA;9888.0;9888.0;0.01;51202.8;51202.8
8007411;CIT CENTRO DE INFORMACAO TOXICOLOGICA;4623.0;4623.0;0.01;50986.32;50986.32
7342543;RADIUS CLINICA MEDICA;1467.0;1467.0;0.01;50963.55;50963.55
6539378;SECRETARIA MUNICIPAL DE TAQUARUCU DO SUL;10179.0;10179.0;0.01;50386.05;50386.05
5851009;ICAP;2322.0;2322.0;0.01;50050.08;50050.08
2252147;SOCIEDADE BENEFICENTE ROQUE GONZALES;9264.0;9264.0;0.01;49716.6;49716.6
7414854;CENTRO CLINICO DE DARIO LASSANCE;2172.0;2172.0;0.01;49544.85;49544.85
2235307;HOSPITAL SAO JOSE CHAPADA;12747.0;5916.0;0.01;93115.47;49262.94
5602742;FHSJ;15384.0;12471.0;0.01;65345.73;49142.82
2232847;POLICLINICA 24 HORAS CRISTAL;12207.0;8601.0;0.01;48795.81;48795.81
2707608;SOCIEDADE CULTURAL SAO GREGORIO;9390.0;7191.0;0.01;67936.14;48763.08
9778489;META ANALISES CLINICAS;11286.0;11286.0;0.01;48746.19;48746.19
2247046;HOSPITAL SANTA TEREZINHA PAIM FILHO;5145.0;4902.0;0.01;50216.73;48528.66
5395674;HOSPITAL ANNES DIAS;5208.0;4839.0;0.01;54907.86;48450.06
7995822;LABOVITAE;11088.0;10512.0;0.01;55084.68;48218.25
9016554;HOSPITAL SAO JOAO EVANGELISTA;7308.0;7053.0;0.01;55693.56;47985.96
2265885;HOSPITAL AJURICABA;10167.0;6123.0;0.01;87726.09;47882.58
9686576;CAPS AD IV CEU ABERTO CENTRO;12876.0;12876.0;0.01;47529.51;47529.51
7701640;EXAME LABORATORIO DE ANALISES CLINICAS;10242.0;9963.0;0.01;51666.99;47453.91
6741045;CENTRO VERANENSE DE DIAGNOSTICOS LTDA;1068.0;1068.0;0.01;47452.5;47452.5
2244128;HOSPITAL NOSSA SENHORA DA PIEDADE;10977.0;6432.0;0.01;69551.61;46531.59
2250705;HOSPITAL DE CARIDADE BOA VISTA;13200.0;4926.0;0.01;111747.75;46276.14
9980377;CML VACARIA LABORATORIO DE ANALISES CLINICAS LTDA;6477.0;5928.0;0.01;52988.34;45822.45
2262835;SEG SERVICO ESPEC DE GINECOLOGIA SS;3195.0;3195.0;0.01;45672.3;45672.3
2245450;SECRETARIA DE SAUDE US SOLEDADE;11160.0;11160.0;0.01;45637.83;45637.83
2254824;LABORATORIO PANAMBI;9822.0;9432.0;0.01;46380.24;45331.89
2707942;HOSPITAL BENEFICENTE NOSSA SENHORA APARECIDA;5994.0;5811.0;0.01;46736.52;45280.47
2224623;PRONTO ATENDIMENTO NOSSA SENHORA DOS NAVEGANTES;9396.0;9396.0;0.01;45147.99;45147.99
7210280;SAE SANTA MARTA;9513.0;9513.0;0.01;45019.92;45019.92
9360778;FARMACIA BASICA DO CENTRO;7140.0;7140.0;0.01;44982.0;44982.0
4580745;CENTRO DE ESPECIALIDADES MUNICIPAL;6921.0;6921.0;0.01;44889.69;44889.69
6350887;APAE BARAO;3012.0;2538.0;0.01;53222.04;44846.46
2263890;HOSPITAL SANTA BARBARA BENEFICENTE;6738.0;5733.0;0.01;55700.76;44658.69
6510590;SECRETARIA MUNICIPAL DE SAUDE DE SEBERI;9747.0;9018.0;0.01;48247.65;44639.1
2240009;TOIGO MEDICINA E ODONTOLOGIA POR IMAGEM;1731.0;1710.0;0.01;45070.5;44562.3
3771016;DIAGNOSE;1818.0;1818.0;0.01;44444.34;44444.34
2227681;HOSPITAL SAO SALVADOR;7350.0;5454.0;0.01;61019.37;44439.3
5598958;APAE DE NONOAI;6297.0;2508.0;0.01;109542.24;44086.26
3059006;LABORATORIO CASAGRANDE;7938.0;7938.0;0.01;43898.85;43898.85
7261209;CENTRO DE EXAMES VALE DO SOL;7245.0;7245.0;0.01;43880.01;43880.01
2263610;CENTRO DE ESPECIALIDADES HEITOR CIGANA CEM;8943.0;8943.0;0.01;43791.3;43791.3
2259982;HOSPITAL DE PORTO XAVIER;8157.0;3810.0;0.01;73308.27;43557.36
6364810;HOSPITAL DR ROBERTO BINATTO;8715.0;7611.0;0.01;55372.47;43156.53
3509842;DIAGNOSTICA;15084.0;15084.0;0.01;43065.03;43065.03
9589317;BIOSAUDE;7842.0;7842.0;0.01;42634.47;42634.47
6011918;LABORCITO;7584.0;7584.0;0.01;42612.78;42612.78
5880882;APAE DE FREDERICO WESTPHALEN;4236.0;2421.0;0.01;74251.86;42548.97
3489620;APAE TENENTE PORTELA;2934.0;2427.0;0.01;51383.58;42539.94
3868028;APAE ESTRELA;2661.0;2661.0;0.01;42483.81;42483.81
2701227;CASA DA MULHER DE CIDREIRA;4512.0;4512.0;0.01;42354.21;42354.21
5853257;LABORATORIO BOM PASTOR;8220.0;8220.0;0.01;42293.82;42293.82
8008639;ALFANALISES LABORATORIO DE ANALISES CLINICAS LTDA;14628.0;14628.0;0.01;42070.95;42070.95
2252163;HOSPITAL BENEFICENTE SAO JOAO ARVOREZINHA;7191.0;6678.0;0.01;46389.69;41767.8
5129052;APAE;2352.0;2352.0;0.01;41559.84;41559.84
2230925;CENTRO MUNICIPAL DE ESPECIALIDADES MEDICAS NH;6630.0;6630.0;0.01;41343.54;41343.54
2253658;AMBULATORIO DA FACULDADE DE ODONTOLOGIA UFPEL;10905.0;10905.0;0.01;41307.12;41307.12
5230241;ACONSEL;5313.0;5313.0;0.01;41153.4;41153.4
2228556;HOSPITAL MEDIANEIRA PLANALTO;5688.0;5370.0;0.01;43338.51;41114.79
3845281;JB LAB;7941.0;7941.0;0.01;40879.05;40879.05
9079491;POLICLINICA INFANTIL DE URUGUAIANA;9762.0;9762.0;0.01;40870.14;40870.14
2244217;HOSPITAL MUNICIPAL PEDRO CALIL;14214.0;7686.0;0.01;97910.61;40686.21
2246937;HOSPITAL SAO JOSE DAVID CANABARRO;4935.0;4653.0;0.01;41578.38;40553.19
2231360;CENTRO DE ESPECIALIDADES CLINICAS;7701.0;6735.0;0.01;47431.77;40527.33
2243040;SIS SERVICO INTEGRADO DE SAUDE;3309.0;3309.0;0.01;40520.73;40520.73
2223619;UNIDADE SANITARIA DE CAPIVARI DO SUL;8733.0;8733.0;0.01;40311.93;40311.93
2250713;HOSPITAL DE CARIDADE SAO PAULO SAO PAULO DAS MISSOES;8925.0;6258.0;0.01;63967.86;40308.69
2231875;ECOM;261.0;261.0;0.01;40106.22;40106.22
9995331;CLINICA UMEDIC;8256.0;8256.0;0.01;40088.7;40088.7
7108680;LABORATORIO SANTA CLARA;7683.0;7683.0;0.01;40032.72;40032.72
2243504;CENTRO DE DIAGNOSTICO NOSSA SENHORA DO ROSARIO;3216.0;3216.0;0.01;39802.44;39802.44
4061403;FARMACIA BASICA ZONA SUL;6312.0;6312.0;0.01;39765.6;39765.6
2249529;HOSPITAL MUNICIPAL DE CAMPINAS DO SUL;19728.0;8340.0;0.01;108598.74;39763.14
6154255;LABORATORIO ESTRELA FILIAL 1;9480.0;9480.0;0.01;39451.5;39451.5
7236131;LABORATORIO DE ANALISES CLINICAS BIOANALISES;24549.0;13011.0;0.01;101547.66;39373.95
2252082;HOSPITAL SANTA ISABEL PROGRESSO;4470.0;4470.0;0.01;39366.87;39366.87
2241706;HEMOLAB;6852.0;6852.0;0.01;39160.38;39160.38
2228564;HOSPITAL NOSSA SENHORA;4836.0;4185.0;0.01;46542.18;39156.36
6484557;SECRETARIA MUNICIPAL DE SAUDE VICENETE DUTRA;7839.0;7839.0;0.01;38803.05;38803.05
9498028;ASSOCIACAO DE PAIS E AMIGOS DOS EXEPCIONAIS APAE;2964.0;2964.0;0.01;38653.02;38653.02
7524439;CENTRO DE ESPECIALIDADES RUDI VOLTZ;14658.0;13731.0;0.01;44684.55;38644.65
7505272;LABORATORIO DE ANALISES CLINICAS SAO JOAO;7884.0;7884.0;0.01;38465.28;38465.28
3217787;SAE SERVICO DE ASSISTENCIA ESPECIALIZADO DST HIV AIDS CANOAS;8832.0;8832.0;0.01;38151.81;38151.81
2257092;LABORATORIO MACAN;6846.0;6846.0;0.01;38099.58;38099.58
7313810;CAPS AD III PLP;14856.0;14856.0;0.01;37914.99;37914.99
7221584;CENTRO MUNICIPAL DE FISIOTERAPIA;6303.0;6303.0;0.01;37890.78;37890.78
5416396;APAE;2337.0;2154.0;0.01;41064.69;37831.08
3640221;MATRIZ LABORATORIO DE ANALISES CLINICAS LAF LTDA;8928.0;8928.0;0.01;37830.84;37830.84
7440294;CENTRO DE ESPECIALIDADES DR VALMOR DE SOUZA MACHADO;4248.0;4248.0;0.01;37798.32;37798.32
3540960;ESATTA LABORATORIO DE ANALISES CLINICAS LTDA ME;12489.0;12489.0;0.01;37713.66;37713.66
0058394;CLINICA MUNICIPAL DE ESPECIALIDADES;5712.0;5403.0;0.01;40618.8;37528.8
9635963;LABORVITTA LABORATORIO DE ANALISES CLINICAS EIRELI;6051.0;6051.0;0.01;37460.76;37460.76
9002197;UPA 24H AREAL;10605.0;10605.0;0.01;37362.51;37362.51
3097870;LABORATORIO UNILAB;6867.0;6867.0;0.01;37356.96;37356.96
2263394;IMAGEM LABORATORIO DE ANALISES RADIOLOGICAS LTDA;801.0;801.0;0.01;37327.2;37327.2
2238748;CZARNOBAY CIA LTDA;7407.0;7407.0;0.01;37313.4;37313.4
5459117;LABORATORIO SANTA HELENA LTDA;17556.0;7062.0;0.01;92817.3;37216.26
5016584;APAE DE HORIZONTINA;4047.0;2121.0;0.01;71142.33;37132.92
2224488;LABORATORIO IBERLEO OSORIO;6096.0;6096.0;0.01;37028.7;37028.7
2236338;HOSPITAL VALE DO SOL;4776.0;4446.0;0.01;40297.53;37026.03
2224038;CENTRO DE ESPECIALIDADES;4566.0;4566.0;0.01;37023.69;37023.69
9893431;CENTRO MUNICIPAL DE FISIOTERAPIA;6492.0;6414.0;0.01;37407.33;36962.43
3303934;CENTRO INTEGRADO A SAUDE MENTAL CAIS MENTAL;5415.0;5415.0;0.01;36873.45;36873.45
9396365;LABORATORIO SANTA MARIA;5928.0;5928.0;0.01;36814.17;36814.17
7356315;VITALE ANALISES CLINICAS LTDA;6333.0;6333.0;0.01;36743.91;36743.91
2240173;LABORATORIO SAO JOSE;4428.0;4284.0;0.01;39254.07;36685.77
6655351;LABORATORIO DE ANALISES CLINICAS IMUNOLAB LTDA;6639.0;6639.0;0.01;36670.53;36670.53
9900578;SAO RAFAEL LABORATORIO DE ANALISES CLINICAS LTDA;6735.0;6735.0;0.01;36413.04;36413.04
5983231;LABORATORIO PRE DIAGNOSTICO;6522.0;6522.0;0.01;36115.41;36115.41
6731457;LABORATORIO FONTANA OSORIO;5154.0;5154.0;0.01;36083.13;36083.13
4417763;OFTALMOLOGIA INTEGRADA GRAMADO LTDA;2841.0;2841.0;0.01;35972.04;35972.04
5732905;CENTRO DE ESPECIALIDADES ODONTOLOGICAS SANTIAGO;1323.0;1323.0;0.01;35914.2;35914.2
5097703;APAE TRAMANDAI;2313.0;2031.0;0.01;40870.71;35887.77
2244551;LABORATORIO MANOEL FEIJO CASCA;8085.0;8085.0;0.01;35776.59;35776.59
2246805;HOSPITAL SAO JOSE SERTAO;9552.0;3591.0;0.01;100864.74;35597.73
2234467;HOSPITAL PARAISO SOCIEDADE ASSISTENCIAL E BENEFICENTE;4500.0;4359.0;0.01;38164.11;35526.75
3913481;INSTITUTO DE RADIOLOGIA DR HUGOLINO ANDRADE;132.0;132.0;0.01;35475.0;35475.0
6814867;DIAGNOSTICOS POR IMAGEM CAPAO DA CANOA LTDA;132.0;132.0;0.01;35475.0;35475.0
2262010;HOSPITAL DA COLONIA NOVA;6147.0;6087.0;0.01;35370.69;35370.69
2263483;LABORATORIO BISSO LTDA;7158.0;7158.0;0.01;35327.79;35327.79
5804191;CENTRO DE DIAGNOSTICO MUNICIPAL DE GRAVATAI;3324.0;3324.0;0.01;35270.76;35270.76
2251175;ROCALAB LABORATORIO DE ANALISES CLINICAS;6966.0;6966.0;0.01;35127.09;35127.09
3033945;CENTRO MUNICIPAL DE FISIOTERAPIA;5811.0;5811.0;0.01;35113.62;35113.62
9698485;CLINICA DAS ESPECIALIDADES DE CARLOS BARBOSA;3498.0;3498.0;0.01;34980.0;34980.0
9321594;ALFA LABORATORIO UNIDADE NOVA PRATA;6444.0;6444.0;0.01;34938.21;34938.21
2252112;HOSPITAL SAO JOAO BATISTA NOVA BRESCIA;4509.0;4509.0;0.01;34743.36;34743.36
9679146;FISIOMAIS;6297.0;6297.0;0.01;34739.49;34739.49
3881970;APAE DE MARAU;1941.0;1941.0;0.01;34297.47;34297.47
6255434;CAPS AD III SCS;24210.0;24210.0;0.01;34178.79;34178.79
5679028;SECRETARIA MUNICIPAL DE SAUDE DE GIRUA;12558.0;12558.0;0.01;34051.05;34051.05
7426887;MEDIA COMPLEXIDADE LINDOLFO COLLOR;7119.0;3363.0;0.01;72749.64;34012.38
5024072;FISIOCENTER;2628.0;2625.0;0.01;33973.65;33954.75
2231522;FISIOMED CACHOEIRINHA;13161.0;7029.0;0.01;63039.21;33812.97
7080794;HEMOVITTA;6051.0;6051.0;0.01;33759.45;33759.45
5926424;APAE SANTANA DO LIVRAMENTO;3459.0;2652.0;0.01;41401.47;33759.12
2257963;CS SMS PORTO XAVIER;150.0;150.0;0.01;33750.0;33750.0
5866995;LABORATORIO ESCOLA DE ANALISES CLINICAS;6504.0;6318.0;0.01;34816.08;33748.74
9798102;TICIANI LABORATORIO CAMARGO;6600.0;6600.0;0.01;33748.08;33748.08
0902942;EFAKO CLINICA ESP EM ESTETICA FACIAL ORAL E CORPORAL;765.0;765.0;0.01;33658.2;33658.2
7416318;LABORATORIO MAFFELS;5565.0;5565.0;0.01;33477.21;33477.21
4115473;CLINICA PROFISIO LTDA;6072.0;6072.0;0.01;33418.47;33418.47
2255146;UBS CLEMENTINA MARTINI;13068.0;13068.0;0.01;33395.07;33395.07
9602216;ALFA LABORATORIO LTDA;6141.0;6111.0;0.01;33380.94;33147.36
2700956;CENTRO MUNICIPAL DE SAUDE NOSSA SENHORA DE LOURDES;8646.0;8646.0;0.01;32952.57;32952.57
2232375;POLICLINICA DR JOSE CARLOS DECIO DA COSTA TURUCU;7047.0;7047.0;0.01;32873.25;32873.25
3992810;LABORATORIO BIOEXATO;6417.0;6417.0;0.01;32828.88;32828.88
2243288;CENTRO MATERNO INFANTIL;4479.0;4479.0;0.01;32807.04;32807.04
2223570;HOSPITAL DO CIRCULO;3429.0;3429.0;0.01;32767.32;32767.32
2261669;POLICLINICA MUNICIPAL DE PEDRAS ALTAS;3711.0;3711.0;0.01;32736.51;32736.51
7210922;ALFA LABORATORIO UNIDADE 9;7824.0;7824.0;0.01;32732.4;32732.4
9697713;CENTRO VERANENSE DE DIAGNOSTICOS LTDA;120.0;120.0;0.01;32250.0;32250.0
3716597;APAE ESCOLA DE EDUCACAO ESPECIAL ANITA BLUM STADLER;2067.0;1827.0;0.01;36454.86;32214.06
9088113;LABORATORIO CITO ANALISES;2244.0;2244.0;0.01;31994.73;31994.73
3754278;CAPS VIVA A VIDA;6390.0;6390.0;0.01;31988.55;31988.55
2232502;LABORATORIO MULLER SOCIEDADE SIMPLES LTDA;6153.0;6153.0;0.01;31984.08;31984.08
2224666;POSTO DE SAUDE ARROIO DOS RATOS;5985.0;4890.0;0.01;40021.5;31979.7
2228548;HOSPITAL SAO ROQUE DE CAICARA;5274.0;3816.0;0.01;48308.91;31953.54
2250810;HOSPITAL SAO JOSE PORTO LUCENA RS;6651.0;4260.0;0.01;56362.38;31820.61
7160518;LABORATORIO DE ANALISES CLINICAS SANTIAGO DO BOQUEIRAO LTDA;11601.0;11601.0;0.01;31761.06;31761.06
2249499;HOSPITAL SAO ROQUE;4695.0;4014.0;0.01;37260.45;31751.22
2232510;LABORATORIO FERREIRA DIAGNOSTICOS;5850.0;5850.0;0.01;31731.9;31731.9
2263335;LABORATORIO BIO CLINICO IBIRUBA LTDA;7356.0;7356.0;0.01;31707.03;31707.03
3756351;NOVITA LABORATORIO DE ANALISES CLINICAS;5877.0;5877.0;0.01;31541.52;31541.52
4067657;CLINICA DE SAUDE DA MULHER;2676.0;2676.0;0.01;31458.54;31458.54
4155475;CENTRAL MUNICIPAL DE ACESSO DE ERVAL SECO;6327.0;6327.0;0.01;31318.65;31318.65
3837572;APAE DE TRES CACHOEIRAS;1953.0;1785.0;0.01;34141.35;31195.8
3341895;LABMASTER LABORATORIO DE ANALISE CLINICA;6183.0;6183.0;0.01;31137.81;31137.81
4437365;LABCENTER RONDA ALTA;6666.0;6666.0;0.01;30987.54;30987.54
2239779;HELEN KELLER;1551.0;1551.0;0.01;30909.6;30909.6
2700069;SAUDE DA MULHER E UNIDADE MATERNO INFANTIL;3666.0;3474.0;0.01;32732.7;30812.7
3868001;APAE TEUTONIA;2004.0;1779.0;0.01;34697.37;30721.62
2251655;LABORATORIO IRION;7449.0;7449.0;0.01;30703.71;30703.71
5350492;APAE OSORIO;1809.0;1776.0;0.01;31021.62;30691.62
4834690;CML VACARIA LABORATORIO DE ANALISES CLINICAS LTDA;5766.0;5766.0;0.01;30680.13;30680.13
9243984;LABORATORIO SILVEIRA;5904.0;5904.0;0.01;30525.66;30525.66
2251558;SEPAME;7323.0;7323.0;0.01;30517.08;30517.08
2259869;HOSPITAL DE CARIDADE SERRO AZUL;10710.0;2352.0;0.01;97958.28;30457.23
3922375;APAE;2157.0;1722.0;0.01;38114.19;30427.74
2233746;CENTRO DE REFERENCIA MATERNO INFANTIL;6369.0;6369.0;0.01;30404.97;30404.97
7106807;CLINICA FISIOLOGICA;3522.0;2682.0;0.01;36159.6;30368.25
7058500;LABORATORIO IBERLEO PALMARES DO SUL;5436.0;5436.0;0.01;30308.79;30308.79
7819323;BIOSOFIA LABORATORIO;6963.0;6963.0;0.01;30292.62;30292.62
6026931;LABORATORIO BIOCLINICAS LTDA SANANDUVA;5856.0;5856.0;0.01;30205.26;30205.26
3241408;CENTRO ODONTOLOGICO DE REFERENCIA E CONTRAREFERENCIA;2955.0;2949.0;0.01;30152.01;30125.55
0089664;CML LABORATORIO;7647.0;7647.0;0.01;30078.18;30078.18
9379541;CITOLABOR;912.0;912.0;0.01;29987.25;29987.25
5904471;APAE PIRATINI;2832.0;1710.0;0.01;49811.34;29985.6
2233576;LABORATORIO SANTA LUCIA CACAPAVA DO SUL;7380.0;7005.0;0.01;31635.06;29839.62
7456808;POLICLINICA DE ESPECIALIDADES DE ITATI;3285.0;2883.0;0.01;42827.1;29802.3
7578296;CENTRO DE ESPECIALIDADES CAPAO DO CIPO;210.0;210.0;0.01;29778.0;29778.0
2260670;LABORATORIO MALLMANN;5556.0;5556.0;0.01;29727.15;29727.15
4546334;C S CENTRO CLINICO ESPECIALIZADO;132.0;132.0;0.01;29700.0;29700.0
9602577;LABORATORIO BIO CLINICO;6603.0;6603.0;0.01;29696.37;29696.37
2234211;LABORATORIO DE ANALISES CLINICAS BIOMEDICO;6012.0;6012.0;0.01;29607.66;29607.66
7646747;CENTRO ATENDIMENTO INTEGRADO EM SAUDE MENTAL CAISME;3714.0;3714.0;0.01;29581.08;29581.08
5657725;AHCLISA;8298.0;7212.0;0.01;31038.51;29456.64
2233452;LABORATORIO SARETTA DE ANALISES CLINICAS;6507.0;6504.0;0.01;29464.92;29448.06
7847173;SAPUCAIAFISIO;5508.0;5508.0;0.01;29426.46;29426.46
2240106;SERMED SERVICOS DE ECOGRAFIA E RADIOLOGIA MEDICA LTDA;699.0;699.0;0.01;29376.33;29376.33
5347033;LABORATORIO FONTANA;5346.0;5346.0;0.01;29373.9;29373.9
5090113;APAE DE CHARQUEADAS;4536.0;2649.0;0.01;55883.28;28994.31
7937695;POLICLINICA DE PALMEIRA DAS MISSOES CENTRO DE SAUDE;9363.0;3969.0;0.01;65847.57;28984.23
9017380;CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE GETULIO VARGAS;3447.0;3309.0;0.01;29237.4;28762.68
7651775;LABORATORIO DE ANALISES CLINICAS FUHR;5301.0;5301.0;0.01;28717.44;28717.44
2251663;LABORATORIO ESTRELA;6648.0;6648.0;0.01;28560.36;28560.36
9473289;NOVA ERA EM CITOLOGIA;1998.0;1998.0;0.01;28485.06;28485.06
5699223;REABILITARE FISIOTERAPIA LTDA;5511.0;5511.0;0.01;28468.2;28468.2
3738108;APAE CANGUCU;2103.0;1620.0;0.01;36929.91;28395.3
2255553;CELULLA LABORATORIO;5001.0;5001.0;0.01;28389.18;28389.18
9835784;SESC NAVEGANTES;567.0;567.0;0.01;28366.2;28366.2
2246716;SERVICO DE ATENDIMENTO ESPECIALIZADO SAE PMPF;7143.0;7143.0;0.01;28181.07;28181.07
6000231;FEIJO E CIA LTDA;5214.0;5214.0;0.01;27944.46;27944.46
2259931;HOSPITAL SANTA TERESA GUARANI DAS MISSOES;5718.0;5655.0;0.01;27917.82;27713.67
6068340;APAE;1668.0;1560.0;0.01;29473.56;27565.2
2245035;LABORATORIO ALBUQUERQUE ESPUMOSO;8817.0;8817.0;0.01;27515.01;27515.01
7852096;BIOANALISE;4302.0;4302.0;0.01;27309.39;27309.39
9184872;SERSAGIR;390.0;390.0;0.01;27300.0;27300.0
5378532;APAE GETULIO VARGAS;1578.0;1563.0;0.01;27423.06;27273.06
6263720;LABORATORIO PRO VIDA CENTRO DE DIAGNOSTICO;4701.0;4674.0;0.01;27510.78;27269.16
3445542;LABORATORIO FISCHER;6108.0;6108.0;0.01;27234.72;27234.72
0469726;QUALITYLIVE CLINICA DE FISIOTERAPIA E PILATES;5004.0;5001.0;0.01;27136.59;27122.58
2254972;CENTRO DE ATENCAO PSICOSSOCIAL II;3771.0;3771.0;0.01;26992.95;26992.95
